moment,duration,age,race,gender,reflection
"Meeting up childhood friends, while at a funeral wake.  ",At least one hour,55-64 years old,Indian,Male,24 h
Another happy moment in the past 24 hours was when I completed the task in my game.,A few minutes,18-24 years old,Chinese,Female,24 h
have a nice lunch,A few minutes,45-54 years old,Chinese,Male,24 h
Another happy moment in the past 24 hrs was when I laughed with them they laughed with me that’s to acknowledge my feelings. ,All day,65+ years old,Chinese,Female,24 h
Making breakfast for my wife in the morning ,A few minutes,25-34 years old,Chinese,Male,24 h
Feel happy all the time,Half a day,55-64 years old,Chinese,Male,24 h
second moment: eating out with family,At least one hour,18-24 years old,Chinese,Male,24 h
I received a package or my item that I ordered online & it's a fashionable item!,A few minutes,18-24 years old,Chinese,Female,24 h
I had enough sleep today,Half a day,65+ years old,Chinese,Female,24 h
I got a good cash back for using my credit card to pay for my wife’s purchase of shorts which she had long been looking for.,At least one hour,65+ years old,Chinese,Male,24 h
I managed to complete a job that I put off for quite some time.,I'm still feeling it,65+ years old,Indian,Female,24 h
Able to attend the exercise session as planned,At least one hour,55-64 years old,Chinese,Female,24 h
I wished it were weekend,A few minutes,45-54 years old,Chinese,Male,24 h
It happened when I decided to text my close friend and tell her about my obervations of her.,A few minutes,45-54 years old,Chinese,Female,24 h
another moment was smooth workflow that was undistruptive,Half a day,45-54 years old,Chinese,Male,24 h
Ate a cheesecake from famous D9 cakery,At least one hour,55-64 years old,Chinese,Female,24 h
Another moment is my excitement of getting my second vaccination this morning.,All day,45-54 years old,Chinese,Female,24 h
this is just a test case,All day,35-44 years old,Chinese,Male,24 h
I am healthy and strong,At least one hour,55-64 years old,Chinese,Female,24 h
Bought 2 new indoor plants on sunday. Was happy that the plants seemed to be settling down,At least one hour,65+ years old,Chinese,Male,24 h
my son says he loves me ,I'm still feeling it,35-44 years old,Indian,Female,24 h
when i am finally knocking off work and resting at home,At least one hour,25-34 years old,Chinese,Female,24 h
Meeting up with my boyfriend for lunch.,At least one hour,18-24 years old,Chinese,Female,24 h
When I was meeting someone for lunch and had a good talk,At least one hour,35-44 years old,Chinese,Female,24 h
Another happy moment is when I talked to my boyfriend and he is very supportive in what I do.,I'm still feeling it,25-34 years old,Chinese,Female,24 h
household chores are completed,Half a day,65+ years old,Chinese,Female,24 h
"My younger child was doing very well is his SA examination, which he told me that all question in the paper was easy and able to score high point",Half a day,35-44 years old,Chinese,Male,24 h
Sex was great ,At least one hour,25-34 years old,Chinese,Male,24 h
Having lunch at a restaurant with my parents. ,At least one hour,35-44 years old,Chinese,Female,24 h
The 2nd happy moment was last weekend when we celebrated Mother's day with my children.  We had a memorable meal and interaction. My grandchildren gave my wife a greeting card which was drawn and written by them ,I'm still feeling it,65+ years old,Chinese,Male,24 h
Another happy moment in the past 24 hours was when I got to cook my favorite food and shared it with my children. They enjoyed it.,All day,35-44 years old,Chinese,Male,24 h
eat my lunch,A few minutes,25-34 years old,Chinese,Male,24 h
Another happy moment was when my smartphone got recharged up by a colleague,Half a day,25-34 years old,Malay,Male,24 h
Eating with my cousins,A few minutes,18-24 years old,Chinese,Female,24 h
Was looking forward to the next few episodes of a drama on YouTube. Found it when I googled. Made me feel good,A few minutes,55-64 years old,Chinese,Female,24 h
"My mother was in a good mood, had a good afternoon nap, and my sister came home safely from work.",All day,55-64 years old,Chinese,Female,24 h
I managed to buy my favorite burger from a fast food restaurant.,A few minutes,25-34 years old,Malay,Male,24 h
I m able to get a good night sleep ,A few minutes,35-44 years old,Chinese,Male,24 h
Help others,Half a day,35-44 years old,Chinese,Male,24 h
When my health is good,At least one hour,65+ years old,Chinese,Male,24 h
Another happy moment in the past 24 hours was when we walking in a park together,At least one hour,25-34 years old,Chinese,Male,24 h
Well...I get some good news at the office,At least one hour,35-44 years old,Malay,Male,24 h
when my mom gave me a hug,A few minutes,25-34 years old,Chinese,Male,24 h
Finally finish my housework,A few minutes,35-44 years old,Chinese,Female,24 h
I finally managed to eat my breakfast.,A few minutes,35-44 years old,Chinese,Female,24 h
I had a nice dessert.,A few minutes,55-64 years old,Chinese,Male,24 h
Donate for a charity cause ,I'm still feeling it,65+ years old,Chinese,Male,24 h
I managed to get a temporary job at my preferred location.,At least one hour,18-24 years old,Chinese,Female,24 h
I saw my girlfriend smiling at me,At least one hour,25-34 years old,Chinese,Male,24 h
I was so lucky that I won a contest ,A few minutes,55-64 years old,Chinese,Female,24 h
I buy my favorite clothes,Half a day,35-44 years old,Malay,Female,24 h
"Another happy moment was celebrating mother day which surprised my mom with a gift and she cried and thanked me and hugged me, which made me kinda sad and happy at the same time.",I'm still feeling it,18-24 years old,Chinese,Male,24 h
I was sleeping,At least one hour,18-24 years old,Chinese,Male,24 h
"My nephew who is as good as son will be getting married and due to Covid-19, will not have a big celebration.",I'm still feeling it,65+ years old,Chinese,Male,24 h
wife give me some home cook cookie to eat,A few minutes,55-64 years old,Chinese,Male,24 h
salary credited,All day,25-34 years old,Indian,Male,24 h
"Second moment: During one of such eulogise, I felt like crying when the speaker said, my Dad supported him with cash when he bought his first car.",All day,35-44 years old,Malay,Male,24 h
I received a compliment,Half a day,35-44 years old,Chinese,Male,24 h
i am able to eat something that i want without sharing and any other interference,At least one hour,25-34 years old,Chinese,Male,24 h
I mge get mny fr my cpf,At least one hour,55-64 years old,Chinese,Female,24 h
I made a decision to exercise regularly and have reduced some weight,At least one hour,55-64 years old,Other:,Male,24 h
My other son went for a job interview.,I'm still feeling it,65+ years old,Indian,Male,24 h
Virus number decreased ,All day,65+ years old,Chinese,Male,24 h
Another happy moment in the past 24 hours was when the things i bought online finally came!,All day,18-24 years old,Chinese,Female,24 h
Happy Thankful for all things No sickness ,I'm still feeling it,35-44 years old,Chinese,Male,24 h
"My grandson wil meanwhile finish it 12th year next year before coming  back to do his NS.  The 2 years in NS will help him ""grow up hopefully.?",I'm still feeling it,65+ years old,Chinese,Female,24 h
we headed to a long walk after dinner ,Half a day,35-44 years old,Chinese,Male,24 h
Watch something on tv,A few minutes,55-64 years old,Chinese,Male,24 h
Another happy moment in the past 24 hours was when I was lying in bed after a long day outside.,At least one hour,18-24 years old,Chinese,Female,24 h
Met my long lost friend,A few minutes,35-44 years old,Chinese,Male,24 h
when i lost 5pounds,Half a day,35-44 years old,Malay,Male,24 h
the time we travel to Taiwan,At least one hour,55-64 years old,Chinese,Male,24 h
For building my new car,All day,25-34 years old,Chinese,Male,24 h
"Someone told me ""He love the personality I am"".",I'm still feeling it,35-44 years old,Chinese,Male,24 h
Another happy moment in the past 24 hours was when i see my fav celebrity video at youtube. ,Half a day,25-34 years old,Chinese,Male,24 h
bring my daughter to have ice cream together after school. it is delicious.,At least one hour,35-44 years old,Chinese,Male,24 h
None nothing more,A few minutes,35-44 years old,Chinese,Female,24 h
When my kids are doing well at school ,A few minutes,35-44 years old,Chinese,Male,24 h
"Another happy moment in the past 24 hours was when I was travelling to work, an I found a a wild cat taking care of its kitten.",A few minutes,35-44 years old,Chinese,Male,24 h
Another happy moment was when I managed to get a free bluetooth keyboard.,A few minutes,35-44 years old,Chinese,Male,24 h
Hoping to strike lottery,I'm still feeling it,55-64 years old,Chinese,Female,24 h
When my children shout I love you mom,At least one hour,35-44 years old,Malay,Female,24 h
Am very happy recently with the members of my family n I enjoy it. ,I'm still feeling it,35-44 years old,Chinese,Male,24 h
I am happy with the purchase of cod fish bought online. Good quality and efficient delivery service. ,A few minutes,55-64 years old,Chinese,Female,24 h
my husband did something sweet and thoughtful for me,I'm still feeling it,25-34 years old,Chinese,Female,24 h
"Last night dinner is fun, with interesting conversation.While to ate our delicious meal , which was a great time together",At least one hour,35-44 years old,Chinese,Male,24 h
"I love to eat, so when my sister brought back my favourite food, I was really happy because it shows that she cares and loves me. ",All day,18-24 years old,Chinese,Female,24 h
I was sleeping,At least one hour,35-44 years old,Chinese,Male,24 h
My co-worker complimented me on a job well done.,Half a day,55-64 years old,Chinese,Female,24 h
another happy moment was yesterday when i was having dinner with my hubby,Half a day,35-44 years old,Chinese,Female,24 h
I felt happy this morning when I watched the news and saw the huge work government is doing in ensuring that rate of transmission of covid19 is kept at zero or minimal level. ,At least one hour,25-34 years old,Chinese,Male,24 h
"During this pandemic, still heard from closed ones, who had been promoted, salary increased, and most importantly, most still have jobs!",All day,65+ years old,Chinese,Female,24 h
Got a call from an old friend,At least one hour,35-44 years old,Malay,Male,24 h
I was free from the people I hate,I'm still feeling it,25-34 years old,Chinese,Male,24 h
Hope that covid-19 will soon be eradicated because of available vaccines,I'm still feeling it,25-34 years old,Malay,Male,24 h
When I finish the work that my boss ask of me. ,At least one hour,55-64 years old,Chinese,Female,24 h
Another happy moment in the past 24 hours was when I was able to complete a tough meeting,A few minutes,25-34 years old,Chinese,Female,24 h
Have a good meal with colleagues with jokes,Half a day,55-64 years old,Chinese,Female,24 h
Enjoying a good lunch with colleagues,A few minutes,55-64 years old,Chinese,Male,24 h
"Another happy moment in the past 24 hours was when I received an art that I've commissioned, I was mostly surprised and happy about it.",All day,18-24 years old,Chinese,Male,24 h
